Incident energy,sigma
1127.927,5.927353E-7
1127.958,5.927558E-7
1128.039,5.928094E-7
1128.12,5.92863E-7
1128.13,5.928696E-7
1128.159,5.928888E-7
1128.188,5.929079E-7
1128.246,5.929463E-7
1128.268,5.929609E-7
1128.334,5.930045E-7
1128.396,5.930455E-7
1128.458,5.930866E-7
1128.564,5.931567E-7
1128.669,5.932261E-7
1128.869,5.933585E-7
1128.969,5.934246E-7
1129.069,5.934908E-7
1129.136,5.935351E-7
1129.203,5.935794E-7
1129.27,5.936237E-7
1129.336,5.936674E-7
1129.42,5.93723E-7
1129.503,5.937779E-7
1129.587,5.938334E-7
1129.67,5.938883E-7
1129.796,5.939717E-7
1129.849,5.940068E-7
1129.856,5.940114E-7
1129.871,5.940213E-7
1129.886,5.940312E-7
1129.931,5.94061E-7
1129.975,5.940901E-7
1129.993,5.94102E-7
1130.04,5.941331E-7
1130.152,5.942072E-7
1130.293,5.943005E-7
1130.35,5.943382E-7
1130.491,5.944315E-7
1130.512,5.944454E-7
1130.552,5.944718E-7
1130.562,5.944784E-7
1130.6,5.945036E-7
1130.673,5.945519E-7
1130.686,5.945605E-7
1130.733,5.945916E-7
1130.78,5.946226E-7
1130.873,5.946842E-7
1130.927,5.947199E-7
1130.98,5.94755E-7
1131.034,5.947907E-7
1131.087,5.948257E-7
1131.141,5.948615E-7
1131.194,5.948965E-7
1131.247,5.949316E-7
1131.3,5.949666E-7
1131.357,5.950044E-7
1131.413,5.950414E-7
1131.453,5.950679E-7
1131.493,5.950943E-7
1131.522,5.951135E-7
1131.575,5.951486E-7
1131.584,5.951545E-7
1131.613,5.951737E-7
1131.642,5.951929E-7
1131.699,5.952306E-7
1131.862,5.953384E-7
1132.024,5.954456E-7
1132.138,5.95521E-7
1132.147,5.95527E-7
1132.183,5.955508E-7
1132.219,5.955746E-7
1132.221,5.955759E-7
1132.229,5.955812E-7
1132.236,5.955858E-7
1132.251,5.955958E-7
1132.285,5.956183E-7
1132.319,5.956408E-7
1132.386,5.956851E-7
1132.5,5.957605E-7
1132.587,5.95818E-7
1132.673,5.958749E-7
1132.846,5.959894E-7
1133.016,5.961018E-7
1133.101,5.961581E-7
1133.186,5.962143E-7
1133.248,5.962553E-7
1133.31,5.962963E-7
1133.38,5.963426E-7
1133.45,5.963889E-7
1133.499,5.964214E-7
1133.547,5.964531E-7
1133.581,5.964756E-7
1133.609,5.964941E-7
1133.616,5.964988E-7
1133.637,5.965126E-7
1133.666,5.965318E-7
1133.693,5.965497E-7
1133.783,5.966092E-7
1133.823,5.966357E-7
1133.933,5.967085E-7
1133.977,5.967376E-7
1134.067,5.967971E-7
1134.096,5.968163E-7
1134.2,5.968851E-7
1134.294,5.969473E-7
1134.387,5.970088E-7
1134.506,5.970875E-7
1134.531,5.971041E-7
1134.556,5.971206E-7
1134.569,5.971292E-7
1134.607,5.971543E-7
1134.673,5.97198E-7
1134.785,5.972721E-7
1134.897,5.973462E-7
1135.009,5.974203E-7
1135.065,5.974573E-7
1135.163,5.975221E-7
1135.261,5.97587E-7
1135.359,5.976518E-7
1135.457,5.977166E-7
1135.499,5.977444E-7
1135.615,5.978212E-7
1135.644,5.978403E-7
1135.717,5.978886E-7
1135.878,5.979951E-7
1135.921,5.980236E-7
1136.029,5.98095E-7
1136.137,5.981665E-7
1136.281,5.982617E-7
1136.384,5.983299E-7
1136.425,5.98357E-7
1136.522,5.984212E-7
1136.639,5.984986E-7
1136.655,5.985092E-7
1136.705,5.985422E-7
1136.755,5.985753E-7
1136.898,5.986699E-7
1136.975,5.987208E-7
1137.044,5.987665E-7
1137.088,5.987956E-7
1137.095,5.988002E-7
1137.117,5.988148E-7
1137.139,5.988293E-7
1137.19,5.988631E-7
1137.241,5.988968E-7
1137.342,5.989636E-7
1137.393,5.989974E-7
1137.469,5.990476E-7
1137.544,5.990973E-7
1137.562,5.991092E-7
1137.606,5.991383E-7
1137.623,5.991495E-7
1137.676,5.991846E-7
1137.789,5.992593E-7
1137.81,5.992732E-7
1137.861,5.99307E-7
1137.912,5.993407E-7
1137.972,5.993804E-7
1138.003,5.994009E-7
1138.093,5.994604E-7
1138.183,5.9952E-7
1138.273,5.995795E-7
1138.36,5.996371E-7
1138.446,5.99694E-7
1138.533,5.997515E-7
1138.619,5.998084E-7
1138.808,5.999334E-7
1138.903,5.999963E-7
1138.997,6.000585E-7
1139.145,6.001564E-7
1139.238,6.002179E-7
1139.278,6.002444E-7
1139.35,6.00292E-7
1139.361,6.002993E-7
1139.387,6.003165E-7
1139.413,6.003337E-7
1139.464,6.003674E-7
1139.592,6.004521E-7
1139.72,6.005368E-7
1139.891,6.006499E-7
1140.021,6.007359E-7
1140.098,6.007868E-7
1140.175,6.008378E-7
1140.252,6.008887E-7
1140.329,6.009396E-7
1140.406,6.009906E-7
1140.483,6.010415E-7
1140.56,6.010925E-7
1140.637,6.011434E-7
1140.696,6.011824E-7
1140.796,6.012486E-7
1140.896,6.013147E-7
1141.096,6.01447E-7
1141.184,6.015052E-7
1141.327,6.015998E-7
1141.412,6.016561E-7
1141.599,6.017798E-7
1141.69,6.0184E-7
1141.78,6.018995E-7
1141.87,6.019591E-7
1141.915,6.019888E-7
1141.96,6.020186E-7
1142.032,6.020662E-7
1142.089,6.021039E-7
1142.145,6.02141E-7
1142.202,6.021787E-7
1142.258,6.022157E-7
1142.315,6.022534E-7
1142.371,6.022905E-7
1142.427,6.023275E-7
1142.483,6.023646E-7
1142.578,6.024274E-7
1142.609,6.024479E-7
1142.636,6.024658E-7
1142.64,6.024684E-7
1142.65,6.024751E-7
1142.659,6.02481E-7
1142.685,6.024982E-7
1142.711,6.025154E-7
1142.74,6.025346E-7
1142.779,6.025604E-7
1142.885,6.026305E-7
1142.991,6.027006E-7
1143.073,6.027549E-7
1143.155,6.028091E-7
1143.251,6.028726E-7
1143.313,6.029136E-7
1143.339,6.029308E-7
1143.347,6.029361E-7
1143.373,6.029533E-7
1143.478,6.030228E-7
1143.545,6.030671E-7
1143.612,6.031114E-7
1143.693,6.03165E-7
1143.773,6.03218E-7
1143.809,6.032418E-7
1143.942,6.033298E-7
1143.986,6.033589E-7
1144.069,6.034138E-7
1144.08,6.03421E-7
1144.106,6.034382E-7
1144.132,6.034554E-7
1144.197,6.034984E-7
1144.262,6.035414E-7
1144.344,6.035957E-7
1144.425,6.036493E-7
1144.507,6.037035E-7
1144.588,6.037571E-7
1144.631,6.037856E-7
1144.673,6.038133E-7
1144.715,6.038411E-7
1144.757,6.038689E-7
1144.799,6.038967E-7
1144.841,6.039245E-7
1144.883,6.039523E-7
1144.925,6.0398E-7
1144.974,6.040125E-7
1145.022,6.040442E-7
1145.092,6.040905E-7
1145.161,6.041362E-7
1145.231,6.041825E-7
1145.3,6.042281E-7
1145.37,6.042744E-7
1145.439,6.043201E-7
1145.509,6.043664E-7
1145.578,6.04412E-7
1145.65,6.044597E-7
1145.722,6.045073E-7
1145.793,6.045543E-7
1145.841,6.04586E-7
1145.902,6.046264E-7
1145.937,6.046495E-7
1145.971,6.04672E-7
1145.985,6.046813E-7
1145.999,6.046905E-7
1146.017,6.047024E-7
1146.048,6.047229E-7
1146.099,6.047567E-7
1146.22,6.048367E-7
1146.258,6.048619E-7
1146.352,6.04924E-7
1146.445,6.049856E-7
1146.518,6.050339E-7
1146.591,6.050821E-7
1146.664,6.051304E-7
1146.737,6.051787E-7
1146.763,6.051959E-7
1146.867,6.052647E-7
1146.963,6.053282E-7
1147.058,6.053911E-7
1147.154,6.054546E-7
1147.249,6.055174E-7
1147.457,6.05655E-7
1147.561,6.057238E-7
1147.665,6.057926E-7
1147.735,6.05839E-7
1147.804,6.058846E-7
1147.865,6.05925E-7
1147.926,6.059653E-7
1147.987,6.060057E-7
1148.047,6.060454E-7
1148.088,6.060725E-7
1148.13,6.061003E-7
1148.137,6.061049E-7
1148.162,6.061214E-7
1148.187,6.06138E-7
1148.279,6.061988E-7
1148.386,6.062696E-7
1148.493,6.063404E-7
1148.613,6.064198E-7
1148.654,6.064469E-7
1148.673,6.064595E-7
1148.703,6.064793E-7
1148.738,6.065025E-7
1148.745,6.065071E-7
1148.751,6.065111E-7
1148.764,6.065197E-7
1148.79,6.065369E-7
1148.849,6.065759E-7
1148.907,6.066143E-7
1148.991,6.066698E-7
1149.015,6.066857E-7
1149.075,6.067254E-7
1149.209,6.068141E-7
1149.287,6.068657E-7
1149.345,6.06904E-7
1149.481,6.06994E-7
1149.616,6.070833E-7
1149.732,6.0716E-7
1149.851,6.072388E-7
1149.956,6.073082E-7
1150.084,6.073929E-7
1150.1,6.074035E-7
1150.148,6.074352E-7
1150.184,6.074591E-7
1150.267,6.07514E-7
1150.513,6.076767E-7
1150.662,6.077753E-7
1150.76,6.078401E-7
1150.857,6.079043E-7
1150.866,6.079102E-7
1150.885,6.079228E-7
1150.904,6.079354E-7
1150.941,6.079598E-7
1150.95,6.079658E-7
1150.983,6.079876E-7
1151.016,6.080094E-7
1151.079,6.080511E-7
1151.141,6.080921E-7
1151.221,6.081451E-7
1151.3,6.081973E-7
1151.379,6.082496E-7
1151.458,6.083018E-7
1151.5,6.083296E-7
1151.542,6.083574E-7
1151.587,6.083872E-7
1151.632,6.084169E-7
1151.677,6.084467E-7
1151.722,6.084765E-7
1151.767,6.085062E-7
1151.812,6.08536E-7
1151.857,6.085658E-7
1151.902,6.085956E-7
1151.992,6.086551E-7
1152.082,6.087146E-7
1152.172,6.087742E-7
1152.261,6.08833E-7
1152.457,6.089627E-7
1152.532,6.090123E-7
1152.607,6.090619E-7
1152.688,6.091155E-7
1152.795,6.091863E-7
1152.856,6.092267E-7
1152.973,6.093041E-7
1153.065,6.093649E-7
1153.156,6.094251E-7
1153.177,6.09439E-7
1153.209,6.094602E-7
1153.245,6.09484E-7
1153.253,6.094893E-7
1153.27,6.095005E-7
1153.323,6.095356E-7
1153.376,6.095707E-7
1153.511,6.0966E-7
1153.646,6.097493E-7
1153.781,6.098386E-7
1153.849,6.098836E-7
1153.916,6.099279E-7
1153.973,6.099656E-7
1154.042,6.100113E-7
1154.063,6.100251E-7
1154.099,6.10049E-7
1154.191,6.101098E-7
1154.261,6.101561E-7
1154.331,6.102024E-7
1154.454,6.102838E-7
1154.577,6.103652E-7
1154.612,6.103883E-7
1154.753,6.104816E-7
1154.823,6.105279E-7
1154.893,6.105742E-7
1154.963,6.106205E-7
1155.033,6.106668E-7
1155.103,6.107131E-7
1155.173,6.107594E-7
1155.208,6.107826E-7
1155.265,6.108203E-7
1155.321,6.108574E-7
1155.344,6.108726E-7
1155.388,6.109017E-7
1155.47,6.109559E-7
1155.544,6.110049E-7
1155.557,6.110135E-7
1155.591,6.11036E-7
1155.625,6.110585E-7
1155.7,6.111081E-7
1155.774,6.11157E-7
1155.855,6.112106E-7
1155.968,6.112854E-7
1155.984,6.11296E-7
1156.041,6.113337E-7
1156.097,6.113707E-7
1156.323,6.115202E-7
1156.457,6.116089E-7
1156.59,6.116968E-7
1156.709,6.117756E-7
1156.828,6.118543E-7
1156.947,6.11933E-7
1157.052,6.120025E-7
1157.059,6.120071E-7
1157.075,6.120177E-7
1157.091,6.120283E-7
1157.123,6.120494E-7
1157.18,6.120871E-7
1157.291,6.121606E-7
1157.326,6.121837E-7
1157.373,6.122148E-7
1157.461,6.12273E-7
1157.549,6.123313E-7
1157.573,6.123471E-7
1157.659,6.12404E-7
1157.669,6.124106E-7
1157.701,6.124318E-7
1157.733,6.12453E-7
1157.804,6.124999E-7
1157.875,6.125469E-7
1157.989,6.126223E-7
1158.102,6.126971E-7
1158.182,6.1275E-7
1158.236,6.127857E-7
1158.31,6.128347E-7
1158.383,6.12883E-7
1158.42,6.129074E-7
1158.457,6.129319E-7
1158.53,6.129802E-7
1158.604,6.130292E-7
1158.677,6.130775E-7
1158.751,6.131264E-7
1158.824,6.131747E-7
1158.918,6.132369E-7
1159.012,6.132991E-7
1159.199,6.134228E-7
1159.346,6.1352E-7
1159.46,6.135954E-7
1159.557,6.136596E-7
1159.592,6.136828E-7
1159.661,6.137284E-7
1159.729,6.137734E-7
1159.818,6.138323E-7
1159.906,6.138905E-7
1159.955,6.139229E-7
1159.971,6.139335E-7
1160.006,6.139566E-7
1160.04,6.139791E-7
1160.108,6.140241E-7
1160.132,6.1404E-7
1160.215,6.140949E-7
1160.222,6.140995E-7
1160.237,6.141095E-7
1160.251,6.141187E-7
1160.297,6.141491E-7
1160.343,6.141796E-7
1160.421,6.142312E-7
1160.498,6.142821E-7
1160.576,6.143337E-7
1160.654,6.143853E-7
1160.747,6.144468E-7
1160.833,6.145037E-7
1160.918,6.1456E-7
1161.004,6.146168E-7
1161.089,6.146731E-7
1161.244,6.147756E-7
1161.371,6.148596E-7
1161.497,6.14943E-7
1161.575,6.149946E-7
1161.615,6.15021E-7
1161.71,6.150839E-7
1161.805,6.151467E-7
1161.947,6.152407E-7
1162.088,6.15334E-7
1162.174,6.153908E-7
1162.26,6.154477E-7
1162.285,6.154643E-7
1162.325,6.154907E-7
1162.366,6.155179E-7
1162.38,6.155271E-7
1162.393,6.155357E-7
1162.423,6.155556E-7
1162.453,6.155754E-7
1162.562,6.156475E-7
1162.584,6.156621E-7
1162.653,6.157077E-7
1162.721,6.157527E-7
1162.881,6.158586E-7
1163.04,6.159637E-7
1163.125,6.1602E-7
1163.21,6.160762E-7
1163.295,6.161324E-7
1163.379,6.16188E-7
1163.503,6.1627E-7
1163.61,6.163408E-7
1163.717,6.164116E-7
1163.93,6.165525E-7
1164.044,6.166279E-7
1164.158,6.167033E-7
1164.271,6.167781E-7
1164.375,6.168469E-7
1164.479,6.169157E-7
1164.583,6.169845E-7
1164.687,6.170533E-7
1164.838,6.171532E-7
1164.976,6.172445E-7
1165.113,6.173351E-7
1165.148,6.173582E-7
1165.234,6.174151E-7
1165.32,6.17472E-7
1165.483,6.175799E-7
1165.645,6.17687E-7
1165.673,6.177055E-7
1165.773,6.177717E-7
1165.866,6.178332E-7
1165.911,6.17863E-7
1165.945,6.178855E-7
1166.012,6.179298E-7
1166.07,6.179682E-7
1166.186,6.180449E-7
1166.372,6.18168E-7
1166.489,6.182454E-7
1166.555,6.18289E-7
1166.581,6.183062E-7
1166.626,6.18336E-7
1166.797,6.184491E-7
1166.951,6.18551E-7
1167.105,6.186529E-7
1167.272,6.187633E-7
1167.454,6.188837E-7
1167.531,6.189347E-7
1167.604,6.18983E-7
1167.623,6.189955E-7
1167.629,6.189995E-7
1167.642,6.190081E-7
1167.654,6.190161E-7
1167.686,6.190372E-7
1167.718,6.190584E-7
1167.826,6.191298E-7
1167.884,6.191682E-7
1167.894,6.191748E-7
1167.918,6.191907E-7
1167.942,6.192066E-7
1167.99,6.192383E-7
1168.029,6.192641E-7
1168.034,6.192674E-7
1168.051,6.192787E-7
1168.067,6.192893E-7
1168.103,6.193131E-7
1168.138,6.193362E-7
1168.218,6.193892E-7
1168.297,6.194414E-7
1168.406,6.195135E-7
1168.514,6.19585E-7
1168.601,6.196425E-7
1168.687,6.196994E-7
1168.707,6.197127E-7
1168.733,6.197299E-7
1168.749,6.197404E-7
1168.787,6.197656E-7
1168.82,6.197874E-7
1168.865,6.198172E-7
1168.91,6.198469E-7
1168.955,6.198767E-7
1169.0,6.199065E-7
1169.042,6.199343E-7
1169.085,6.199627E-7
1169.123,6.199879E-7
1169.16,6.200123E-7
1169.234,6.200613E-7
1169.309,6.201109E-7
1169.383,6.201598E-7
1169.458,6.202095E-7
1169.532,6.202584E-7
1169.606,6.203074E-7
1169.68,6.203563E-7
1169.829,6.204549E-7
1169.977,6.205528E-7
1170.041,6.205951E-7
1170.141,6.206613E-7
1170.24,6.207268E-7
1170.256,6.207374E-7
1170.271,6.207473E-7
1170.302,6.207678E-7
1170.333,6.207883E-7
1170.41,6.208392E-7
1170.486,6.208895E-7
1170.61,6.209716E-7
1170.734,6.210536E-7
1170.847,6.211283E-7
1170.915,6.211733E-7
1170.988,6.212216E-7
1171.061,6.212699E-7
1171.112,6.213036E-7
1171.115,6.213056E-7
1171.123,6.213109E-7
1171.13,6.213155E-7
1171.145,6.213255E-7
1171.149,6.213281E-7
1171.158,6.213341E-7
1171.166,6.213394E-7
1171.19,6.213552E-7
1171.214,6.213711E-7
1171.222,6.213764E-7
1171.241,6.21389E-7
1171.259,6.214009E-7
1171.296,6.214254E-7
1171.37,6.214743E-7
1171.403,6.214961E-7
1171.535,6.215835E-7
1171.667,6.216708E-7
1171.744,6.217217E-7
1171.821,6.217727E-7
1171.898,6.218236E-7
1171.974,6.218739E-7
1172.077,6.21942E-7
1172.18,6.220102E-7
1172.272,6.22071E-7
1172.363,6.221312E-7
1172.545,6.222516E-7
1172.66,6.223277E-7
1172.685,6.223442E-7
1172.713,6.223628E-7
1172.749,6.223866E-7
1172.815,6.224302E-7
1172.89,6.224798E-7
1172.965,6.225295E-7
1173.04,6.225791E-7
1173.115,6.226287E-7
1173.177,6.226697E-7
1173.293,6.227464E-7
1173.408,6.228225E-7
1173.524,6.228993E-7
1173.639,6.229753E-7
1173.731,6.230362E-7
1173.846,6.231123E-7
1173.961,6.231884E-7
1174.062,6.232552E-7
1174.163,6.23322E-7
1174.334,6.234351E-7
1174.504,6.235476E-7
1174.653,6.236461E-7
1174.676,6.236614E-7
1174.71,6.236838E-7
1174.728,6.236958E-7
1174.746,6.237077E-7
1174.791,6.237374E-7
1174.924,6.238254E-7
1174.942,6.238373E-7
1174.995,6.238724E-7
1175.047,6.239068E-7
1175.224,6.240239E-7
1175.321,6.24088E-7
1175.385,6.241304E-7
1175.395,6.24137E-7
1175.418,6.241522E-7
1175.441,6.241674E-7
1175.534,6.242289E-7
1175.678,6.243242E-7
1175.717,6.2435E-7
1175.813,6.244135E-7
1175.967,6.245154E-7
1176.121,6.246173E-7
1176.218,6.246814E-7
1176.315,6.247456E-7
1176.341,6.247628E-7
1176.419,6.248144E-7
1176.496,6.248653E-7
1176.611,6.249414E-7
1176.725,6.250168E-7
1176.914,6.251419E-7
1177.047,6.252298E-7
1177.138,6.2529E-7
1177.175,6.253145E-7
1177.207,6.253357E-7
1177.21,6.253377E-7
1177.217,6.253423E-7
1177.224,6.253469E-7
1177.237,6.253555E-7
1177.265,6.253741E-7
1177.292,6.253919E-7
1177.378,6.254488E-7
1177.435,6.254865E-7
1177.498,6.255282E-7
1177.56,6.255692E-7
1177.605,6.25599E-7
1177.653,6.256307E-7
1177.659,6.256347E-7
1177.683,6.256506E-7
1177.707,6.256665E-7
1177.777,6.257128E-7
1177.876,6.257783E-7
1177.93,6.25814E-7
1178.129,6.259456E-7
1178.228,6.260111E-7
1178.309,6.260647E-7
1178.405,6.261282E-7
1178.456,6.261619E-7
1178.557,6.262288E-7
1178.649,6.262896E-7
1178.741,6.263505E-7
1178.959,6.264947E-7
1179.068,6.265668E-7
1179.123,6.266032E-7
1179.177,6.266389E-7
1179.261,6.266945E-7
1179.344,6.267494E-7
1179.427,6.268043E-7
1179.51,6.268592E-7
1179.596,6.269161E-7
1179.649,6.269512E-7
1179.656,6.269558E-7
1179.679,6.26971E-7
1179.701,6.269856E-7
1179.769,6.270305E-7
1179.786,6.270418E-7
1179.828,6.270696E-7
1179.869,6.270967E-7
1179.951,6.271509E-7
1179.976,6.271675E-7
1180.064,6.272257E-7
1180.074,6.272323E-7
1180.105,6.272528E-7
1180.135,6.272727E-7
1180.203,6.273176E-7
1180.271,6.273626E-7
1180.309,6.273878E-7
1180.322,6.273964E-7
1180.357,6.274195E-7
1180.392,6.274427E-7
1180.462,6.27489E-7
1180.564,6.275565E-7
1180.674,6.276292E-7
1180.689,6.276391E-7
1180.744,6.276755E-7
1180.799,6.277119E-7
1180.903,6.277807E-7
1181.007,6.278495E-7
1181.199,6.279765E-7
1181.276,6.280275E-7
1181.41,6.281161E-7
1181.438,6.281346E-7
1181.498,6.281743E-7
1181.507,6.281803E-7
1181.543,6.282041E-7
1181.579,6.282279E-7
1181.655,6.282782E-7
1181.731,6.283285E-7
1181.836,6.283979E-7
1181.94,6.284667E-7
1181.987,6.284978E-7
1182.092,6.285673E-7
1182.197,6.286367E-7
1182.273,6.28687E-7
1182.305,6.287082E-7
1182.331,6.287254E-7
1182.34,6.287313E-7
1182.36,6.287446E-7
1182.395,6.287677E-7
1182.466,6.288147E-7
1182.51,6.288438E-7
1182.643,6.289318E-7
1182.698,6.289682E-7
1182.777,6.290204E-7
1182.786,6.290264E-7
1182.81,6.290423E-7
1182.833,6.290575E-7
1182.886,6.290925E-7
1182.938,6.291269E-7
1182.976,6.291521E-7
1183.035,6.291911E-7
1183.068,6.292129E-7
1183.08,6.292209E-7
1183.113,6.292427E-7
1183.197,6.292983E-7
1183.294,6.293624E-7
1183.308,6.293717E-7
1183.346,6.293968E-7
1183.384,6.29422E-7
1183.46,6.294723E-7
1183.522,6.295133E-7
1183.596,6.295622E-7
1183.603,6.295669E-7
1183.609,6.295708E-7
1183.623,6.295801E-7
1183.636,6.295887E-7
1183.677,6.296158E-7
1183.718,6.296429E-7
1183.842,6.29725E-7
1183.967,6.298077E-7
1183.994,6.298255E-7
1184.07,6.298758E-7
1184.146,6.299261E-7
1184.298,6.300266E-7
1184.463,6.301358E-7
1184.49,6.301536E-7
1184.554,6.30196E-7
1184.618,6.302383E-7
1184.628,6.302449E-7
1184.655,6.302628E-7
1184.681,6.3028E-7
1184.777,6.303435E-7
1184.849,6.303911E-7
1184.92,6.304381E-7
1185.064,6.305334E-7
1185.169,6.306028E-7
1185.241,6.306505E-7
1185.312,6.306974E-7
1185.325,6.30706E-7
1185.361,6.307298E-7
1185.397,6.307537E-7
1185.469,6.308013E-7
1185.547,6.308529E-7
1185.609,6.308939E-7
1185.671,6.309349E-7
1185.751,6.309878E-7
1185.806,6.310242E-7
1185.86,6.310599E-7
1185.91,6.31093E-7
1185.96,6.311261E-7
1186.046,6.31183E-7
1186.125,6.312353E-7
1186.204,6.312875E-7
1186.283,6.313398E-7
1186.362,6.31392E-7
1186.521,6.314972E-7
1186.592,6.315442E-7
1186.671,6.315964E-7
1186.681,6.316031E-7
1186.711,6.316229E-7
1186.741,6.316428E-7
1186.806,6.316858E-7
1186.87,6.317281E-7
1186.909,6.317539E-7
1186.989,6.318068E-7
1187.127,6.318981E-7
1187.302,6.320139E-7
1187.332,6.320337E-7
1187.42,6.320919E-7
1187.507,6.321495E-7
1187.627,6.322289E-7
1187.746,6.323076E-7
1187.805,6.323466E-7
1187.999,6.32475E-7
1188.091,6.325358E-7
1188.102,6.325431E-7
1188.136,6.325656E-7
1188.169,6.325874E-7
1188.302,6.326754E-7
1188.457,6.32778E-7
1188.545,6.328362E-7
1188.833,6.330267E-7
1188.855,6.330412E-7
1188.934,6.330935E-7
1189.013,6.331458E-7
1189.032,6.331583E-7
1189.079,6.331894E-7
1189.126,6.332205E-7
1189.288,6.333277E-7
1189.424,6.334177E-7
1189.56,6.335076E-7
1189.606,6.335381E-7
1189.674,6.33583E-7
1189.752,6.336346E-7
1189.878,6.33718E-7
1189.899,6.337319E-7
1189.94,6.33759E-7
1190.061,6.338391E-7
1190.098,6.338635E-7
1190.132,6.33886E-7
1190.155,6.339012E-7
1190.178,6.339165E-7
1190.188,6.339231E-7
1190.208,6.339363E-7
1190.218,6.339429E-7
1190.246,6.339614E-7
1190.274,6.3398E-7
1190.33,6.34017E-7
1190.428,6.340818E-7
1190.581,6.34183E-7
1190.884,6.343835E-7
1190.967,6.344384E-7
1191.05,6.344933E-7
1191.15,6.345595E-7
1191.25,6.346256E-7
1191.319,6.346713E-7
1191.336,6.346825E-7
1191.368,6.347037E-7
1191.385,6.347149E-7
1191.433,6.347467E-7
1191.487,6.347824E-7
1191.541,6.348181E-7
1191.605,6.348605E-7
1191.669,6.349028E-7
1191.698,6.34922E-7
1191.752,6.349577E-7
1191.806,6.349934E-7
1191.913,6.350642E-7
1192.02,6.35135E-7
1192.127,6.352058E-7
1192.326,6.353374E-7
1192.445,6.354162E-7
1192.462,6.354274E-7
1192.53,6.354724E-7
1192.598,6.355174E-7
1192.704,6.355875E-7
1192.788,6.356431E-7
1192.796,6.356483E-7
1192.822,6.356655E-7
1192.847,6.356821E-7
1192.945,6.357469E-7
1193.097,6.358475E-7
1193.195,6.359123E-7
1193.293,6.359771E-7
1193.382,6.36036E-7
1193.471,6.360949E-7
1193.552,6.361485E-7
1193.632,6.362014E-7
1193.713,6.36255E-7
1193.793,6.363079E-7
1193.882,6.363668E-7
1193.971,6.364257E-7
1194.045,6.364746E-7
1194.118,6.365229E-7
1194.202,6.365785E-7
1194.3,6.366433E-7
1194.397,6.367075E-7
1194.636,6.368656E-7
1194.71,6.369145E-7
1194.783,6.369628E-7
1194.857,6.370118E-7
1194.93,6.370601E-7
1195.004,6.37109E-7
1195.073,6.371547E-7
1195.142,6.372003E-7
1195.211,6.37246E-7
1195.28,6.372916E-7
1195.408,6.373763E-7
1195.462,6.37412E-7
1195.469,6.374166E-7
1195.492,6.374318E-7
1195.515,6.374471E-7
1195.558,6.374755E-7
1195.567,6.374815E-7
1195.596,6.375006E-7
1195.625,6.375198E-7
1195.691,6.375635E-7
1195.779,6.376217E-7
1195.945,6.377315E-7
1196.111,6.378413E-7
1196.194,6.378962E-7
1196.391,6.380266E-7
1196.483,6.380874E-7
1196.537,6.381231E-7
1196.55,6.381317E-7
1196.599,6.381642E-7
1196.648,6.381966E-7
1196.736,6.382548E-7
1196.882,6.383514E-7
1197.124,6.385115E-7
1197.258,6.386001E-7
1197.391,6.386881E-7
1197.511,6.387675E-7
1197.613,6.38835E-7
1197.69,6.388859E-7
1197.861,6.38999E-7
1197.885,6.390149E-7
1197.909,6.390308E-7
1197.994,6.39087E-7
1198.079,6.391432E-7
1198.177,6.392081E-7
1198.187,6.392147E-7
1198.219,6.392358E-7
1198.25,6.392564E-7
1198.367,6.393338E-7
1198.44,6.39382E-7
1198.461,6.393959E-7
1198.535,6.394449E-7
1198.608,6.394932E-7
1198.709,6.3956E-7
1198.726,6.395712E-7
1198.768,6.39599E-7
1198.809,6.396262E-7
1198.89,6.396797E-7
1198.97,6.397327E-7
1199.03,6.397724E-7
1199.089,6.398114E-7
1199.142,6.398464E-7
1199.216,6.398954E-7
1199.289,6.399437E-7
1199.435,6.400403E-7
1199.62,6.401627E-7
1199.673,6.401977E-7
1199.818,6.402936E-7
1199.831,6.403022E-7
1199.884,6.403373E-7
1200.051,6.404478E-7
1200.18,6.405331E-7
1200.308,6.406178E-7
1200.365,6.406555E-7
1200.501,6.407455E-7
1200.636,6.408348E-7
1200.721,6.40891E-7
1200.835,6.409664E-7
1200.928,6.410279E-7
1200.958,6.410478E-7
1201.03,6.410954E-7
1201.101,6.411424E-7
1201.188,6.411999E-7
1201.274,6.412568E-7
1201.421,6.413541E-7
1201.567,6.414507E-7
1201.593,6.414679E-7
1201.62,6.414857E-7
1201.727,6.415565E-7
1201.833,6.416266E-7
1201.873,6.416531E-7
1201.968,6.417159E-7
1202.064,6.417794E-7
1202.151,6.41837E-7
1202.238,6.418946E-7
1202.326,6.419528E-7
1202.414,6.42011E-7
1202.502,6.420692E-7
1202.59,6.421274E-7
1202.718,6.422121E-7
1202.838,6.422915E-7
1202.958,6.423709E-7
1203.086,6.424555E-7
1203.102,6.424661E-7
1203.141,6.424919E-7
1203.179,6.425171E-7
1203.19,6.425243E-7
1203.234,6.425534E-7
1203.278,6.425825E-7
1203.42,6.426765E-7
1203.602,6.427969E-7
1203.663,6.428372E-7
1203.865,6.429709E-7
1203.935,6.430172E-7
1204.005,6.430635E-7
1204.075,6.431098E-7
1204.245,6.432223E-7
1204.309,6.432646E-7
1204.501,6.433916E-7
1204.581,6.434445E-7
1204.68,6.4351E-7
1204.743,6.435517E-7
1204.849,6.436218E-7
1204.946,6.43686E-7
