Incident energy,sigma
411.528,1.870286E-7
411.5766,1.870525E-7
411.6251,1.870764E-7
411.6605,1.870938E-7
411.6958,1.871112E-7
411.7312,1.871286E-7
411.7665,1.871459E-7
411.8328,1.871785E-7
411.8991,1.872111E-7
411.9654,1.872437E-7
412.0316,1.872763E-7
412.111,1.873153E-7
412.1546,1.873368E-7
412.1981,1.873582E-7
412.2373,1.873775E-7
412.2764,1.873967E-7
412.3455,1.874307E-7
412.4145,1.874646E-7
412.5212,1.875171E-7
412.5745,1.875433E-7
412.6278,1.875695E-7
412.678,1.875942E-7
412.7282,1.876189E-7
412.7784,1.876436E-7
412.8083,1.876583E-7
412.8381,1.876729E-7
412.8679,1.876876E-7
412.8977,1.877022E-7
412.9275,1.877169E-7
412.9573,1.877316E-7
413.0169,1.877609E-7
413.076,1.877899E-7
413.1351,1.87819E-7
413.1542,1.878284E-7
413.2049,1.878533E-7
413.2383,1.878697E-7
413.3053,1.879027E-7
413.3557,1.879275E-7
413.406,1.879522E-7
413.4395,1.879687E-7
413.4857,1.879914E-7
413.5318,1.880141E-7
413.624,1.880594E-7
413.7163,1.881048E-7
413.8085,1.881502E-7
413.8913,1.881909E-7
413.9406,1.882151E-7
413.9899,1.882394E-7
414.0392,1.882636E-7
414.0885,1.882879E-7
414.1628,1.883244E-7
414.237,1.883609E-7
414.2931,1.883885E-7
414.3492,1.884161E-7
414.4053,1.884437E-7
414.4613,1.884712E-7
414.48,1.884804E-7
414.5268,1.885034E-7
414.5735,1.885264E-7
414.6202,1.885494E-7
414.6669,1.885723E-7
414.7417,1.886091E-7
414.8164,1.886459E-7
414.8583,1.886665E-7
414.9002,1.886871E-7
414.9121,1.886929E-7
414.9431,1.887082E-7
414.974,1.887234E-7
414.9896,1.88731E-7
415.0228,1.887474E-7
415.0776,1.887743E-7
415.1324,1.888013E-7
415.2037,1.888363E-7
415.275,1.888714E-7
415.3565,1.889115E-7
415.4265,1.889459E-7
415.4964,1.889803E-7
415.574,1.890184E-7
415.6595,1.890605E-7
415.6846,1.890728E-7
415.7405,1.891003E-7
415.7963,1.891278E-7
415.8455,1.89152E-7
415.8947,1.891762E-7
415.993,1.892245E-7
416.0673,1.892611E-7
416.1168,1.892854E-7
416.1985,1.893256E-7
416.2394,1.893457E-7
416.2802,1.893658E-7
416.3211,1.893859E-7
416.3619,1.894059E-7
416.4027,1.89426E-7
416.4435,1.894461E-7
416.494,1.894709E-7
416.5445,1.894957E-7
416.6092,1.895276E-7
416.6738,1.895593E-7
416.7384,1.895911E-7
416.803,1.896229E-7
416.859,1.896504E-7
416.915,1.896779E-7
416.9849,1.897123E-7
417.0547,1.897467E-7
417.1245,1.89781E-7
417.1594,1.897981E-7
417.1943,1.898153E-7
417.2325,1.898341E-7
417.2706,1.898528E-7
417.3088,1.898716E-7
417.3469,1.898904E-7
417.3851,1.899091E-7
417.4232,1.899279E-7
417.4614,1.899467E-7
417.4995,1.899654E-7
417.535,1.899829E-7
417.5704,1.900003E-7
417.6058,1.900177E-7
417.6412,1.900351E-7
417.6767,1.900526E-7
417.7121,1.9007E-7
417.7475,1.900874E-7
417.7829,1.901048E-7
417.8446,1.901351E-7
417.8845,1.901548E-7
417.9414,1.901827E-7
417.9869,1.902051E-7
418.0038,1.902134E-7
418.0627,1.902424E-7
418.1216,1.902714E-7
418.1721,1.902962E-7
418.2226,1.90321E-7
418.2568,1.903378E-7
418.291,1.903547E-7
418.3049,1.903615E-7
418.3118,1.903649E-7
418.3327,1.903752E-7
418.3729,1.903949E-7
418.413,1.904147E-7
418.4547,1.904352E-7
418.4964,1.904557E-7
418.568,1.904909E-7
418.6395,1.905261E-7
418.7165,1.905639E-7
418.755,1.905829E-7
418.7934,1.906017E-7
418.8319,1.906207E-7
418.8703,1.906396E-7
418.9088,1.906585E-7
418.9472,1.906774E-7
418.9728,1.9069E-7
418.9983,1.907025E-7
419.0336,1.907199E-7
419.0688,1.907372E-7
419.1041,1.907546E-7
419.1393,1.907719E-7
419.1746,1.907892E-7
419.2098,1.908065E-7
419.2451,1.908239E-7
419.2803,1.908412E-7
419.3207,1.908611E-7
419.361,1.908809E-7
419.3745,1.908875E-7
419.4081,1.909041E-7
419.4417,1.909206E-7
419.4985,1.909485E-7
419.5553,1.909765E-7
419.577,1.909871E-7
419.6265,1.910115E-7
419.6759,1.910358E-7
419.7747,1.910844E-7
419.8459,1.911194E-7
419.8829,1.911376E-7
419.9199,1.911558E-7
419.9469,1.91169E-7
419.9604,1.911757E-7
419.994,1.911922E-7
420.0301,1.9121E-7
420.0661,1.912277E-7
420.1216,1.91255E-7
420.1771,1.912823E-7
420.273,1.913294E-7
420.3209,1.91353E-7
420.3688,1.913765E-7
420.4072,1.913954E-7
420.4456,1.914143E-7
420.484,1.914332E-7
420.5224,1.914521E-7
420.5608,1.91471E-7
420.5992,1.914898E-7
420.6376,1.915087E-7
420.6759,1.915276E-7
420.7143,1.915464E-7
420.7527,1.915653E-7
420.7911,1.915842E-7
420.8294,1.916031E-7
420.8678,1.916219E-7
420.9062,1.916408E-7
420.9446,1.916597E-7
420.9829,1.916785E-7
421.0318,1.917026E-7
421.0807,1.917266E-7
421.1476,1.917595E-7
421.2144,1.917924E-7
421.348,1.918581E-7
421.3993,1.918833E-7
421.4256,1.918963E-7
421.4476,1.919071E-7
421.5103,1.919379E-7
421.5405,1.919528E-7
421.6527,1.920079E-7
421.7648,1.920631E-7
421.8454,1.921027E-7
421.8857,1.921225E-7
421.926,1.921424E-7
421.9784,1.921681E-7
422.0308,1.921939E-7
422.0832,1.922197E-7
422.1355,1.922454E-7
422.1879,1.922712E-7
422.2403,1.922969E-7
422.2927,1.923227E-7
422.345,1.923484E-7
422.402,1.923765E-7
422.4692,1.924095E-7
422.5202,1.924346E-7
422.5405,1.924446E-7
422.5813,1.924646E-7
422.6119,1.924797E-7
422.6644,1.925055E-7
422.7168,1.925313E-7
422.7395,1.925424E-7
422.7897,1.925671E-7
422.8399,1.925918E-7
422.9403,1.926412E-7
423.0284,1.926845E-7
423.1164,1.927278E-7
423.2045,1.927711E-7
423.2925,1.928144E-7
423.3728,1.928539E-7
423.453,1.928933E-7
423.489,1.929111E-7
423.5602,1.929461E-7
423.5779,1.929548E-7
423.6074,1.929693E-7
423.6405,1.929856E-7
423.676,1.93003E-7
423.6945,1.930121E-7
423.7006,1.930151E-7
423.7198,1.930246E-7
423.739,1.93034E-7
423.7728,1.930506E-7
423.8664,1.930967E-7
423.96,1.931427E-7
424.049,1.931865E-7
424.1379,1.932302E-7
424.1563,1.932392E-7
424.197,1.932592E-7
424.2377,1.932793E-7
424.2749,1.932975E-7
424.2898,1.933049E-7
424.3322,1.933257E-7
424.425,1.933714E-7
424.477,1.933969E-7
424.529,1.934225E-7
424.581,1.934481E-7
424.633,1.934737E-7
424.6571,1.934855E-7
424.6932,1.935033E-7
424.7293,1.93521E-7
424.7654,1.935388E-7
424.8015,1.935565E-7
424.8376,1.935743E-7
424.8737,1.93592E-7
424.9459,1.936275E-7
424.9941,1.936513E-7
425.0513,1.936794E-7
425.1084,1.937075E-7
425.1385,1.937223E-7
425.2046,1.937548E-7
425.2551,1.937796E-7
425.2607,1.937824E-7
425.2719,1.937879E-7
425.311,1.938071E-7
425.3501,1.938263E-7
425.4006,1.938512E-7
425.4511,1.93876E-7
425.5436,1.939215E-7
425.6361,1.93967E-7
425.7034,1.940001E-7
425.7371,1.940167E-7
425.7707,1.940332E-7
425.804,1.940496E-7
425.8373,1.940659E-7
425.8706,1.940823E-7
425.9038,1.940986E-7
425.9449,1.941189E-7
425.986,1.941391E-7
426.0271,1.941593E-7
426.0682,1.941795E-7
426.114,1.94202E-7
426.1598,1.942245E-7
426.2513,1.942695E-7
426.3096,1.942982E-7
426.328,1.943073E-7
426.364,1.94325E-7
426.4963,1.9439E-7
426.5625,1.944226E-7
426.6286,1.944551E-7
426.6733,1.944771E-7
426.7179,1.94499E-7
426.7626,1.94521E-7
426.8072,1.945429E-7
426.8519,1.945649E-7
426.8966,1.945869E-7
426.9413,1.946089E-7
426.9859,1.946308E-7
427.0455,1.946601E-7
427.105,1.946894E-7
427.2241,1.94748E-7
427.3044,1.947875E-7
427.3847,1.948269E-7
427.4379,1.948531E-7
427.491,1.948792E-7
427.5618,1.94914E-7
427.6284,1.949468E-7
427.6949,1.949795E-7
427.7524,1.950078E-7
427.8099,1.950361E-7
427.8674,1.950643E-7
427.9248,1.950926E-7
427.9672,1.951134E-7
428.0095,1.951342E-7
428.0518,1.95155E-7
428.0941,1.951758E-7
428.1366,1.951967E-7
428.1791,1.952176E-7
428.2216,1.952385E-7
428.2641,1.952594E-7
428.3066,1.952803E-7
428.3491,1.953012E-7
428.434,1.95343E-7
428.4585,1.95355E-7
428.5374,1.953938E-7
428.6073,1.954282E-7
428.6539,1.954511E-7
428.7005,1.954741E-7
428.7143,1.954808E-7
428.7635,1.95505E-7
428.8127,1.955292E-7
428.883,1.955638E-7
428.9532,1.955983E-7
429.0215,1.956319E-7
429.0898,1.956655E-7
429.1597,1.956999E-7
429.2331,1.95736E-7
429.3064,1.95772E-7
429.3832,1.958098E-7
429.4503,1.958428E-7
429.4559,1.958456E-7
429.4699,1.958525E-7
429.4839,1.958593E-7
429.5357,1.958848E-7
429.5838,1.959085E-7
429.6319,1.959321E-7
429.6931,1.959622E-7
429.7499,1.959902E-7
429.8067,1.960181E-7
429.8635,1.96046E-7
429.9202,1.960739E-7
429.9759,1.961013E-7
430.0316,1.961287E-7
430.0873,1.961561E-7
430.143,1.961835E-7
430.2053,1.962141E-7
430.2675,1.962447E-7
430.3298,1.962754E-7
430.392,1.963059E-7
430.4541,1.963365E-7
430.5162,1.96367E-7
430.6403,1.964281E-7
430.7385,1.964764E-7
430.8367,1.965246E-7
430.9124,1.965619E-7
431.0102,1.9661E-7
431.108,1.966581E-7
431.1781,1.966925E-7
431.2482,1.96727E-7
431.2683,1.967369E-7
431.3287,1.967666E-7
431.405,1.968041E-7
431.4812,1.968416E-7
431.6452,1.969223E-7
431.7272,1.969626E-7
431.7682,1.969827E-7
431.8092,1.970029E-7
431.8464,1.970212E-7
431.8835,1.970395E-7
431.9206,1.970577E-7
431.9577,1.970759E-7
431.9948,1.970942E-7
432.0319,1.971124E-7
432.069,1.971307E-7
432.1061,1.971489E-7
432.1422,1.971667E-7
432.1782,1.971844E-7
432.2142,1.972021E-7
432.2502,1.972198E-7
432.2905,1.972396E-7
432.3308,1.972594E-7
432.3711,1.972793E-7
432.4113,1.97299E-7
432.4336,1.9731E-7
432.4448,1.973155E-7
432.4782,1.973319E-7
432.5004,1.973429E-7
432.506,1.973456E-7
432.5207,1.973528E-7
432.5353,1.9736E-7
432.5645,1.973744E-7
432.6229,1.974031E-7
432.6765,1.974295E-7
432.73,1.974558E-7
432.7836,1.974821E-7
432.8371,1.975084E-7
432.8907,1.975348E-7
432.9442,1.975611E-7
432.9977,1.975874E-7
433.0512,1.976137E-7
433.1056,1.976405E-7
433.16,1.976672E-7
433.2118,1.976927E-7
433.2635,1.977181E-7
433.367,1.97769E-7
433.395,1.977828E-7
433.451,1.978104E-7
433.5517,1.978599E-7
433.6322,1.978995E-7
433.6926,1.979292E-7
433.7529,1.979588E-7
433.813,1.979884E-7
433.873,1.980179E-7
433.9138,1.98038E-7
433.9709,1.98066E-7
434.0617,1.981107E-7
434.1525,1.981554E-7
434.2214,1.981892E-7
434.2902,1.982231E-7
434.359,1.982569E-7
434.4278,1.982908E-7
434.4766,1.983148E-7
434.5254,1.983388E-7
434.5743,1.983628E-7
434.6231,1.983868E-7
434.7207,1.984348E-7
434.7533,1.984508E-7
434.808,1.984777E-7
434.8627,1.985046E-7
434.8755,1.985109E-7
434.8819,1.985141E-7
434.9044,1.985251E-7
434.9268,1.985362E-7
434.9894,1.985669E-7
435.0519,1.985977E-7
435.1231,1.986327E-7
435.1536,1.986477E-7
435.1785,1.986599E-7
435.1884,1.986648E-7
435.2033,1.986721E-7
435.2231,1.986819E-7
435.2945,1.98717E-7
435.3658,1.98752E-7
435.4163,1.987769E-7
435.4667,1.988017E-7
435.5172,1.988265E-7
435.5676,1.988513E-7
435.5929,1.988637E-7
435.6181,1.988761E-7
435.6433,1.988885E-7
435.6685,1.989009E-7
435.6938,1.989134E-7
435.719,1.989257E-7
435.7694,1.989505E-7
435.8118,1.989714E-7
435.849,1.989897E-7
435.8862,1.99008E-7
435.9234,1.990263E-7
435.9605,1.990445E-7
436.0062,1.99067E-7
436.0307,1.99079E-7
436.0491,1.990881E-7
436.0891,1.991078E-7
436.1485,1.99137E-7
436.2078,1.991661E-7
436.2693,1.991964E-7
436.3307,1.992266E-7
436.3425,1.992324E-7
436.3897,1.992556E-7
436.437,1.992789E-7
436.5395,1.993293E-7
436.642,1.993797E-7
436.791,1.99453E-7
436.94,1.995262E-7
437.0148,1.99563E-7
437.1765,1.996426E-7
437.3382,1.997221E-7
437.4373,1.997708E-7
437.5275,1.998152E-7
437.6177,1.998595E-7
437.7079,1.999039E-7
437.7981,1.999483E-7
437.8883,1.999926E-7
437.9785,2.00037E-7
438.0236,2.000592E-7
438.0687,2.000813E-7
438.1138,2.001035E-7
438.1588,2.001257E-7
438.1928,2.001424E-7
438.2268,2.001591E-7
438.2608,2.001758E-7
438.2948,2.001925E-7
438.3288,2.002093E-7
438.3628,2.00226E-7
438.3968,2.002427E-7
438.4307,2.002594E-7
438.4647,2.002761E-7
438.4987,2.002928E-7
438.5327,2.003095E-7
438.5666,2.003262E-7
438.6006,2.003429E-7
438.6346,2.003596E-7
438.7025,2.00393E-7
438.7328,2.004079E-7
438.8186,2.004501E-7
438.9043,2.004923E-7
438.9577,2.005186E-7
439.0111,2.005448E-7
439.0237,2.00551E-7
439.0569,2.005673E-7
439.0901,2.005837E-7
439.1018,2.005894E-7
439.1077,2.005923E-7
439.1311,2.006038E-7
439.201,2.006382E-7
439.2599,2.006672E-7
439.3188,2.006961E-7
439.358,2.007154E-7
439.422,2.007469E-7
439.5123,2.007913E-7
439.5724,2.008209E-7
439.6266,2.008476E-7
439.6808,2.008743E-7
439.735,2.00901E-7
439.7892,2.009278E-7
439.8313,2.009485E-7
439.8735,2.009694E-7
439.9157,2.009902E-7
439.9579,2.010111E-7
440.0,2.010319E-7
440.059,2.010611E-7
440.118,2.010904E-7
440.177,2.011196E-7
440.236,2.011489E-7
440.3195,2.011904E-7
440.3612,2.012112E-7
440.4029,2.012319E-7
440.4422,2.012514E-7
440.4814,2.01271E-7
440.5115,2.012859E-7
440.5317,2.01296E-7
440.5947,2.013273E-7
440.6283,2.013441E-7
440.6435,2.013516E-7
440.691,2.013753E-7
440.7385,2.013989E-7
440.8513,2.014551E-7
440.8956,2.014772E-7
440.9399,2.014992E-7
440.9842,2.015213E-7
441.0284,2.015433E-7
441.0727,2.015654E-7
441.117,2.015874E-7
441.1613,2.016095E-7
441.2055,2.016315E-7
441.2343,2.016459E-7
441.263,2.016602E-7
441.2918,2.016745E-7
441.3205,2.016888E-7
441.3511,2.01704E-7
441.3816,2.017192E-7
441.4122,2.017345E-7
441.4427,2.017496E-7
441.4733,2.017649E-7
441.5038,2.017801E-7
441.5649,2.018105E-7
441.626,2.018409E-7
441.6871,2.018714E-7
441.8093,2.019322E-7
441.8735,2.019642E-7
441.9534,2.02004E-7
442.0333,2.020438E-7
442.1132,2.020836E-7
442.193,2.021233E-7
442.2575,2.021554E-7
442.322,2.021876E-7
442.3865,2.022197E-7
442.4509,2.022518E-7
442.5407,2.022965E-7
442.6305,2.023412E-7
442.7203,2.023859E-7
442.7892,2.024202E-7
442.8312,2.024411E-7
442.8675,2.024592E-7
442.9129,2.024818E-7
442.9582,2.025044E-7
443.005,2.025277E-7
443.0517,2.02551E-7
443.0985,2.025743E-7
443.1452,2.025975E-7
443.1803,2.02615E-7
443.2154,2.026325E-7
443.2505,2.0265E-7
443.2855,2.026674E-7
443.3556,2.027023E-7
443.3907,2.027198E-7
443.4257,2.027372E-7
443.4608,2.027547E-7
443.4959,2.027722E-7
443.531,2.027896E-7
443.566,2.028071E-7
443.6011,2.028246E-7
443.6361,2.02842E-7
443.6712,2.028595E-7
443.7062,2.028769E-7
443.7623,2.029048E-7
443.8184,2.029328E-7
443.8979,2.029724E-7
443.9774,2.03012E-7
444.1363,2.030911E-7
444.155,2.031004E-7
444.159,2.031024E-7
444.1698,2.031078E-7
444.1805,2.031131E-7
444.202,2.031238E-7
444.2577,2.031516E-7
444.3134,2.031793E-7
444.3691,2.03207E-7
444.4248,2.032348E-7
444.4563,2.032505E-7
444.5186,2.032815E-7
444.5808,2.033125E-7
444.7024,2.03373E-7
444.7632,2.034033E-7
444.824,2.034336E-7
444.8704,2.034567E-7
444.9167,2.034797E-7
444.9786,2.035106E-7
445.0366,2.035395E-7
445.0946,2.035683E-7
445.1526,2.035972E-7
445.2105,2.036261E-7
445.2877,2.036645E-7
445.3701,2.037056E-7
445.4413,2.03741E-7
445.4976,2.037691E-7
445.5538,2.03797E-7
445.5875,2.038138E-7
445.6339,2.038369E-7
445.6803,2.0386E-7
445.714,2.038768E-7
445.7624,2.039009E-7
445.8024,2.039209E-7
445.871,2.03955E-7
445.9338,2.039863E-7
445.9966,2.040176E-7
446.0625,2.040504E-7
446.1283,2.040832E-7
446.1941,2.041159E-7
446.227,2.041323E-7
446.2599,2.041487E-7
446.2958,2.041666E-7
446.3317,2.041844E-7
446.3676,2.042023E-7
446.4035,2.042202E-7
446.4424,2.042396E-7
446.4813,2.04259E-7
446.5202,2.042783E-7
446.5591,2.042977E-7
446.5949,2.043155E-7
446.6289,2.043325E-7
446.6628,2.043493E-7
446.7112,2.043734E-7
446.7306,2.043831E-7
446.7403,2.043879E-7
446.7615,2.043985E-7
446.7826,2.04409E-7
446.8249,2.044301E-7
446.8672,2.044511E-7
446.9095,2.044722E-7
446.9361,2.044854E-7
446.9727,2.045037E-7
447.0092,2.045219E-7
447.0458,2.045401E-7
447.0823,2.045583E-7
447.1189,2.045765E-7
447.1554,2.045947E-7
447.192,2.046129E-7
447.2285,2.046311E-7
447.2884,2.046609E-7
447.3482,2.046907E-7
447.4678,2.047502E-7
447.5177,2.047751E-7
447.5675,2.047999E-7
447.5841,2.048082E-7
447.6134,2.048228E-7
447.6261,2.048291E-7
447.6389,2.048355E-7
447.6453,2.048386E-7
447.6653,2.048486E-7
447.6853,2.048586E-7
447.6907,2.048613E-7
447.7042,2.04868E-7
447.7176,2.048747E-7
447.7445,2.04888E-7
447.82,2.049256E-7
447.8894,2.049602E-7
447.9587,2.049947E-7
447.9971,2.050139E-7
448.0355,2.05033E-7
448.0739,2.050521E-7
448.1122,2.050712E-7
448.1377,2.050839E-7
448.1716,2.051008E-7
448.2054,2.051176E-7
448.273,2.051513E-7
448.3406,2.051849E-7
448.4082,2.052186E-7
448.4851,2.052569E-7
448.562,2.052952E-7
448.5923,2.053103E-7
448.6626,2.053453E-7
448.6951,2.053615E-7
448.6997,2.053638E-7
448.7157,2.053717E-7
448.7316,2.053796E-7
448.7885,2.05408E-7
448.8424,2.054348E-7
448.8939,2.054605E-7
448.9453,2.054861E-7
448.9943,2.055105E-7
449.0728,2.055496E-7
449.112,2.055691E-7
449.1512,2.055886E-7
449.2002,2.05613E-7
449.2492,2.056374E-7
449.2919,2.056587E-7
449.3346,2.056799E-7
449.3773,2.057012E-7
449.42,2.057225E-7
449.4627,2.057437E-7
449.5054,2.05765E-7
449.5907,2.058075E-7
449.6601,2.05842E-7
449.7294,2.058766E-7
449.7771,2.059003E-7
449.8248,2.059241E-7
449.8409,2.059321E-7
449.8463,2.059348E-7
449.8678,2.059455E-7
449.8893,2.059562E-7
449.9522,2.059875E-7
450.015,2.060188E-7
450.1131,2.060676E-7
450.2112,2.061165E-7
450.2746,2.061481E-7
450.338,2.061796E-7
450.385,2.062031E-7
450.4319,2.062264E-7
450.4789,2.062498E-7
450.5258,2.062732E-7
450.5972,2.063087E-7
450.6685,2.063442E-7
450.7504,2.06385E-7
450.8322,2.064258E-7
450.9429,2.064809E-7
451.0535,2.06536E-7
451.134,2.065761E-7
451.1937,2.066058E-7
451.2022,2.0661E-7
451.2346,2.066262E-7
451.2669,2.066423E-7
451.3316,2.066745E-7
451.3595,2.066884E-7
451.3875,2.067023E-7
451.4387,2.067278E-7
451.4899,2.067533E-7
451.5631,2.067898E-7
451.6363,2.068262E-7
451.7428,2.068793E-7
451.7961,2.069058E-7
451.8493,2.069323E-7
451.9028,2.069589E-7
451.9563,2.069856E-7
452.0633,2.070389E-7
452.1447,2.070794E-7
452.2596,2.071366E-7
452.3745,2.071939E-7
452.4327,2.072228E-7
452.4909,2.072518E-7
452.5491,2.072808E-7
452.6073,2.073098E-7
452.6655,2.073388E-7
452.6946,2.073533E-7
452.7237,2.073678E-7
452.7528,2.073822E-7
452.7819,2.073967E-7
452.811,2.074112E-7
452.84,2.074257E-7
452.8645,2.074379E-7
452.889,2.074501E-7
452.9147,2.074629E-7
452.9404,2.074757E-7
452.9661,2.074885E-7
452.9918,2.075013E-7
453.0175,2.075141E-7
453.0432,2.075269E-7
453.0689,2.075397E-7
453.0946,2.075525E-7
453.146,2.075781E-7
453.1974,2.076037E-7
453.2488,2.076293E-7
453.3001,2.076548E-7
453.4022,2.077057E-7
453.5043,2.077565E-7
453.5837,2.077961E-7
453.659,2.078336E-7
453.6926,2.078503E-7
453.6968,2.078524E-7
453.7115,2.078597E-7
453.7262,2.07867E-7
453.7573,2.078825E-7
453.7884,2.07898E-7
453.8362,2.079218E-7
453.8839,2.079456E-7
453.966,2.079865E-7
453.9839,2.079954E-7
454.0107,2.080087E-7
454.0599,2.080332E-7
454.1082,2.080573E-7
454.1476,2.080769E-7
454.2032,2.081046E-7
454.2069,2.081064E-7
454.218,2.08112E-7
454.2291,2.081175E-7
454.2513,2.081285E-7
454.3238,2.081646E-7
454.385,2.081951E-7
454.4461,2.082256E-7
454.5128,2.082588E-7
454.5795,2.08292E-7
454.6129,2.083086E-7
454.6462,2.083252E-7
454.6795,2.083418E-7
454.7128,2.083584E-7
454.7462,2.08375E-7
454.7795,2.083916E-7
454.8129,2.084082E-7
454.8462,2.084248E-7
454.8796,2.084414E-7
454.9129,2.08458E-7
454.9462,2.084746E-7
454.9795,2.084912E-7
455.001,2.085019E-7
455.0224,2.085126E-7
455.0653,2.085339E-7
455.1082,2.085553E-7
455.151,2.085766E-7
455.1939,2.08598E-7
455.2367,2.086193E-7
455.3224,2.08662E-7
455.4034,2.087023E-7
455.4844,2.087426E-7
455.5225,2.087616E-7
455.5605,2.087805E-7
455.5949,2.087977E-7
455.6477,2.08824E-7
455.6507,2.088255E-7
455.6573,2.088288E-7
455.6639,2.08832E-7
455.677,2.088386E-7
455.7096,2.088548E-7
455.7421,2.08871E-7
455.7866,2.088931E-7
455.8311,2.089153E-7
455.883,2.089412E-7
455.9348,2.08967E-7
456.0385,2.090186E-7
456.1145,2.090564E-7
456.1525,2.090754E-7
456.1905,2.090943E-7
456.224,2.09111E-7
456.227,2.091125E-7
456.2351,2.091165E-7
456.2432,2.091205E-7
456.2593,2.091286E-7
456.2915,2.091446E-7
456.3262,2.091619E-7
456.3609,2.091792E-7
456.3956,2.091964E-7
456.4303,2.092137E-7
456.4577,2.092274E-7
456.4851,2.09241E-7
456.5125,2.092547E-7
456.5398,2.092683E-7
456.5672,2.092819E-7
456.5945,2.092955E-7
456.6492,2.093227E-7
456.7073,2.093517E-7
456.7653,2.093806E-7
456.8233,2.094094E-7
456.8813,2.094383E-7
456.9448,2.0947E-7
456.9475,2.094713E-7
456.9545,2.094748E-7
456.9615,2.094783E-7
456.9855,2.094902E-7
457.0043,2.094996E-7
457.0324,2.095136E-7
457.1054,2.095499E-7
457.1568,2.095755E-7
457.1911,2.095926E-7
457.275,2.096344E-7
457.3588,2.096761E-7
457.3977,2.096955E-7
457.4248,2.09709E-7
457.452,2.097225E-7
457.5142,2.097535E-7
457.5452,2.09769E-7
457.637,2.098147E-7
457.771,2.098814E-7
457.838,2.099148E-7
457.905,2.099481E-7
457.972,2.099815E-7
458.0551,2.100229E-7
458.1382,2.100643E-7
458.1703,2.100803E-7
458.2153,2.101027E-7
458.2602,2.10125E-7
458.3501,2.101698E-7
458.5299,2.102594E-7
458.5633,2.10276E-7
458.6637,2.10326E-7
458.7139,2.10351E-7
458.7641,2.10376E-7
458.819,2.104033E-7
458.8738,2.104306E-7
458.9423,2.104647E-7
459.0108,2.104989E-7
459.0793,2.10533E-7
459.1477,2.10567E-7
459.1797,2.10583E-7
459.2754,2.106306E-7
459.3592,2.106724E-7
459.443,2.107141E-7
459.5068,2.107459E-7
459.5482,2.107665E-7
459.5895,2.107871E-7
459.5979,2.107912E-7
459.6231,2.108038E-7
459.6483,2.108163E-7
459.6997,2.108419E-7
459.7511,2.108675E-7
459.8418,2.109127E-7
459.9325,2.109579E-7
460.0375,2.110102E-7
460.09,2.110363E-7
460.1425,2.110625E-7
460.195,2.110886E-7
460.2475,2.111147E-7
460.2738,2.111278E-7
460.3,2.111409E-7
460.3263,2.11154E-7
460.3525,2.11167E-7
460.3907,2.111861E-7
460.4289,2.112051E-7
460.4786,2.112298E-7
460.5282,2.112545E-7
460.5779,2.112793E-7
460.6275,2.11304E-7
460.6772,2.113288E-7
460.7268,2.113535E-7
460.7765,2.113782E-7
460.8013,2.113906E-7
460.8261,2.114029E-7
460.851,2.114153E-7
460.8758,2.114277E-7
460.9006,2.1144E-7
460.9254,2.114524E-7
460.9503,2.114648E-7
460.9751,2.114771E-7
460.9999,2.114895E-7
461.0247,2.115018E-7
461.0496,2.115142E-7
461.0744,2.115266E-7
461.0992,2.115389E-7
461.124,2.115513E-7
461.1489,2.115637E-7
461.1737,2.11576E-7
461.1985,2.115884E-7
461.2233,2.116007E-7
461.2575,2.116177E-7
461.2916,2.116347E-7
461.3257,2.116517E-7
461.3598,2.116687E-7
461.4281,2.117027E-7
461.4963,2.117367E-7
461.5822,2.117795E-7
461.6681,2.118222E-7
461.7207,2.118484E-7
461.7838,2.118798E-7
461.8185,2.118971E-7
461.8534,2.119145E-7
461.863,2.119193E-7
461.8661,2.119208E-7
461.8739,2.119247E-7
461.8816,2.119286E-7
461.897,2.119362E-7
461.9278,2.119516E-7
461.9716,2.119734E-7
462.0154,2.119952E-7
462.1002,2.120374E-7
462.185,2.120797E-7
462.2982,2.12136E-7
462.3548,2.121642E-7
462.4113,2.121924E-7
462.4453,2.122093E-7
462.4792,2.122262E-7
462.5131,2.122431E-7
462.547,2.122599E-7
462.5777,2.122752E-7
462.6084,2.122905E-7
462.6391,2.123058E-7
462.6697,2.12321E-7
462.7004,2.123363E-7
462.731,2.123516E-7
462.7617,2.123669E-7
462.7923,2.123821E-7
462.8244,2.123981E-7
462.8565,2.124141E-7
462.9047,2.124381E-7
462.9529,2.124621E-7
462.985,2.124781E-7
463.033,2.12502E-7
463.081,2.125259E-7
463.129,2.125498E-7
463.177,2.125737E-7
463.209,2.125896E-7
463.2819,2.126259E-7
463.3548,2.126622E-7
463.4277,2.126985E-7
463.5006,2.127348E-7
463.5266,2.127478E-7
463.5818,2.127753E-7
463.637,2.128028E-7
463.6922,2.128303E-7
463.7474,2.128578E-7
463.7838,2.128759E-7
463.802,2.128849E-7
463.8567,2.129122E-7
463.9058,2.129366E-7
463.9548,2.12961E-7
464.0529,2.130099E-7
464.098,2.130324E-7
464.158,2.130622E-7
464.2137,2.1309E-7
464.246,2.131061E-7
464.2518,2.13109E-7
464.2663,2.131162E-7
464.2808,2.131234E-7
464.3329,2.131493E-7
464.385,2.131753E-7
464.4369,2.132011E-7
464.4888,2.13227E-7
464.5407,2.132528E-7
464.5926,2.132787E-7
464.6437,2.133041E-7
464.6947,2.133295E-7
